gene,log2FC,pval,padj,-log10p,significance
GENE_0997,-0.5369323756968525,0.14144052681144717,0.9682798270938415,0.8494261347484341,NS
GENE_0898,-0.5939782104063953,0.05372181610214737,0.9682798270938415,1.2698493141379208,NS
GENE_0899,0.9969874779783092,0.012039162391704933,0.9682798270938415,1.919403727473095,NS
GENE_0900,0.7219339860657827,0.07215224031636927,0.9682798270938415,1.1417501795818294,NS
GENE_1433,-0.5513503153532007,0.12487294171756554,0.9682798270938415,0.9035316571889486,NS
GENE_0356,-0.4632507757161406,0.14327840808087802,0.9682798270938415,0.8438192524349255,NS
GENE_0355,0.6765744280311177,0.07766966895116324,0.9682798270938415,1.1097485459203908,NS
GENE_0354,0.8951748559897705,0.016191254850863063,0.9682798270938415,1.7907194913524547,NS
GENE_0353,0.5785260159503736,0.10434050766909982,0.9682798270938415,0.9815470545472043,NS
GENE_1774,-0.5398389504082424,0.11061161137630585,0.9682798270938415,0.9561992808797134,NS
GENE_1775,-0.5147832387350633,0.1455998742274227,0.9682798270938415,0.8368390001765522,NS
GENE_0913,0.7481989486077492,0.13826748670623268,0.9682798270938415,0.8592799312726517,NS
GENE_0914,0.4568680854258913,0.1529846912094913,0.9682798270938415,0.8153520257567927,NS
GENE_0345,-0.6278413137628371,0.16267750935678083,0.9682798270938415,0.788672485400022,NS
GENE_0342,0.4620638690372152,0.1642086289542658,0.9682798270938415,0.7846040249951581,NS
GENE_0915,0.7732344722650257,0.033797590663592066,0.9682798270938415,1.47111425826679,NS
GENE_1779,-0.6190601451601783,0.0301517092393117,0.9682798270938415,1.5206880635516637,NS
GENE_0337,-0.8157399584924017,0.05727641274955359,0.9682798270938415,1.242024189929597,NS
GENE_0332,-0.47788111103658526,0.12759388986578973,0.9682798270938415,0.8941701223319967,NS
GENE_1786,-0.4033457218710419,0.17523213303883256,0.9682798270938415,0.7563862524952091,NS
GENE_0370,0.7830131863933296,0.14007390755399368,0.9682798270938415,0.8536427559396189,NS
GENE_0372,-0.4312687107266475,0.17255853762892404,0.9682798270938415,0.7630635483782738,NS
GENE_0889,-0.6384113260691731,0.14606936974648557,0.9682798270938415,0.8354408446046016,NS
GENE_1438,-0.6756541200650297,0.1325201873461989,0.9682798270938415,0.8777179588196364,NS
GENE_0413,-0.5754830199929488,0.15814843054947836,0.9682798270938415,0.8009351136254841,NS
GENE_1733,-0.4651426575425823,0.15081341239366927,0.9682798270938415,0.821560033336697,NS
GENE_1734,-0.5256139702780809,0.09496351126518587,0.9682798270938415,1.0224432357667925,NS
GENE_1463,0.5997228291030616,0.10113671407303557,0.9682798270938415,0.995091160681039,NS
GENE_1462,-0.5303356142736444,0.15616670408396935,0.9682798270938415,0.8064115554395614,NS
GENE_1738,0.4677938924357701,0.10780908685463583,0.9682798270938415,0.9673446324284215,NS
